RegAdm,Ville,NoAuto,Enseigne,AdrNumVoie,AdrComplement,AdrCommune,AdrCdPostal
RHONE-ALP,BUIS-LES-BARONNIES,6-078.505,REGAIN,PLACE DU 19 MARS 1962,,BUIS LES BARONNIES,26170
RHONE-ALP,BRON,6-076.073,LES ALIZES,214  AV FRANKLIN ROOSEVELT,,BRON,69500
AUVERGNE,BRIOUDE,6-075.492,PARIS,PLACE DE LA LIBERTE,,BRIOUDE,43100
RHONE-ALP,BRIDES-LES-BAINS,6-074.553,LE DORON,15 CHEMIN DES BAIGNEURS,,BRIDES LES BAINS,73570
AUVERGNE,BRASSAC-LES-MINES,6-071.512,CENTRE CULTUREL,REGIE DE RECETTES,MAIRIE 51 RUE CHARLES SOULIGOUX,BRASSAC LES MINES,63570
BOURGOGNE,BRANGES,6-071.230,SALLE DU MARAIS,COMMUNE DE BRANGES,225 RUE DE L'EGLISE,BRANGES,71500
RHONE-ALP,BOURG-SAINT-MAURICE,6-068.514,CINEARC 3,CENTRE COMMERCIAL DU CHARVET,ARC 1800,BOURG SAINT MAURICE,73700
RHONE-ALP,BOURG-SAINT-MAURICE,6-068.512,CINEARC,LES ARCS 1600,,BOURG SAINT MAURICE,73700
RHONE-ALP,BOURG-SAINT-MAURICE,6-068.511,SAVOY,AV DU GENERAL LECLERC,,BOURG SAINT MAURICE,73700
RHONE-ALP,BOURGOIN-JALLIEU,6-068.423,MEGAROYAL,RUE THEOPHILE DIEDERICHS,,BOURGOIN JALLIEU,38300
RHONE-ALP,BOURGOIN-JALLIEU,6-068.421,ROYAL 1,5 AV DES ALPES,,BOURGOIN JALLIEU,38300
RHONE-ALP,BOURG EN BRESSE,6-067.981, LA  GRENETTE,COURS DE VERDUN,,BOURG EN BRESSE,1000
RHONE-ALP,LE BOURG-D OISANS,6-067.902,EMILIEN JOLY,AVENUE DE LA GARE,,LE BOURG D OISANS,38520
RHONE-ALP,BOURG-ARGENTAL,6-067.734,FOYER,QUARTIER POIZOR ESPACE POLYVALEN,PLACE DES NOYERS,BOURG ARGENTAL,42220
AUVERGNE,LA BOURBOULE,6-067.333,LE ROXY,AV D ANGLETERRE,,LA BOURBOULE,63150
AUVERGNE,BOURBON L ARCHAMBAULT,6-067.312,CASINO, 2 RUE DU PARC,,BOURBON L ARCHAMBAULT,3160
BOURGOGNE,BOURBON-LANCY,6-067.304,RIO BORVO,RUE DE LA PETITE MURETTE,,BOURBON LANCY,71140
RHONE-ALP,BONNEVILLE,6-062.262,MARIGNAN,140 QUAI PARQUET,,BONNEVILLE,74130
RHONE-ALP,BOEN,6-059.211,L ENTRACT,23 RUE ALSACE LORRAINE,,BOEN,42130
RHONE-ALP,BOEN,6-059.211,L ENTRACT,23 RUE ALSACE LORRAINE,,BOEN,42130
FRAN-COMTE,BESANCON,6-052.174,MARCHE BEAUX  ARTS,3 RUE GUSTAVE COURBET,,BESANCON,25000
FRAN-COMTE,BESANCON,6-052.171,KURSAAL,PLACE DU THEATRE,,BESANCON,25000
FRAN-COMTE,BESANCON,6-052.162,ESPACE PLANOISE,PLACE DE L EUROPE,BP 2033,BESANCON CEDEX,25050
FRAN-COMTE,BESANCON,6-052.141,PLAZZA VICTOR HUGO,6 RUE GAMBETTA,,BESANCON,25000
RHONE-ALP,BELLEY,6-048.503,ARLEQUIN,ESPACE BAUDIN,,BELLEY,1300
RHONE-ALP,BELLEVILLE,6-048.421,IDEAL,111 RUE DE LA REPUBLIQUE,,BELLEVILLE SUR SAONE,69220
RHONE-ALP,BELLEVILLE,6-048.421,IDEAL,111 RUE DE LA REPUBLIQUE,,BELLEVILLE SUR SAONE,69220
RHONE-ALP,BELLENTRE,6-048.241,STUDIO,STATION DE MONTCHAVIN,,AIME,73210
RHONE-ALP,BELLEGARDE SUR VALSERINE,6-047.950,VARIETES,42 RUE DE LA REPUBLIQUE,,BELLEGARDE SUR VALSERINE,1200
FRAN-COMTE,BELFORT,6-047.476,LE CINEMA DES QUAIS,1 BOULEVARD RICHELIEU,,BELFORT,90000
AUVERGNE,BEAUZAC,6-046.260,ESPACE DES REMPARTS,COMMUNE DE BEAUZAC,RUE DES REMPARTS,BEAUZAC,43590
RHONE-ALP,BEAUREPAIRE,6-045.602,L ORON,2 AV MICHEL VILLAZ,,BEAUREPAIRE,38270
BOURGOGNE,BEAUNE,6-045.266,CAP CINEMA BEAUNE,13 BIS BOULEVARD MARECHAL JOFFRE,,BEAUNE,21000
FRAN-COMTE,BAUME-LES-DAMES,6-042.201,STELLA CINEMA,14 RUE DES JUIFS,,BAUME LES DAMES,25110
RHONE-ALP,LA BALME-DE-SILLINGY,6-037.610,ESPACE CULTUREL,COMMUNE DE LA BALME DE SILLINGY,13 ROUTE DE CHOISY BP 44,LA BALME DE SILLINGY,74331
BOURGOGNE,AUXONNE,6-032.771,L EMPIRE,JARDIN DE L HOTEL DE VILLE,,AUXONNE,21130
BOURGOGNE,AUTUN,6-032.363,ARLETTY,5 RUE PERNETTE,,AUTUN,71400
RHONE-ALP,AUTRANS,6-032.092,LE CLOS,,,AUTRANS,38880
RHONE-ALP,AURIS,6-031.331,LES ECRINS,OFFICE MUNICIPA DE TOURISME,,AURIS EN OISANS,38142
AUVERGNE,AURILLAC,6-031.223,NORMANDY,17 RUE DES CARMES,,AURILLAC,15000
AUVERGNE,AUBIERE,6-028.462,CINE DOME,AVENUE LAVOISIER,,AUBIERE,63170
RHONE-ALP,AUBENAS,6-027.963,LE NAVIRE SALLE,RUE SILHOL,,AUBENAS,7200
RHONE-ALP,AUBENAS,6-027.963,LE NAVIRE SALLE,RUE SILHOL,,AUBENAS,7200
RHONE-ALP,AUBENAS,6-027.961,CINEMA PALACE (EX CLUB),35 BD GAMBETTA,,AUBENAS,7200
RHONE-ALP,AUBENAS,6-027.961,CINEMA PALACE (EX CLUB),35 BD GAMBETTA,,AUBENAS,7200
RHONE-ALP,ARCHAMPS,6-022.231,GAUMONT,PARC D'ACTIVITES DU GENEVOIS,,ARCHAMPS,74160
RHONE-ALP,ARACHES,6-021.571,LE CHOUCA,LA FRASSE,,CLUSES,74300
RHONE-ALP,ANSE,6-020.422,DOMAINE DES 12 COMMUNES,CTE DE CNES BEAUJOLAIS P. DOREES,MAIRIE ANSE PLACE GENERAL  GAULL,ANSE,69480
BOURGOGNE,ANOST,6-020.311,SALLE DE CINEMA,LE BOURG,,ANOST,71550
RHONE-ALP,ANNONAY,6-020.203,NACELLES,BD DE L EUROPE,,ANNONAY,7100
RHONE-ALP,ANNEMASSE,6-019.984,SALEVE,LE CLOS FLEURY,,ANNEMASSE,74100
RHONE-ALP,ANNEMASSE,6-019.983,CINE ACTUEL MJC,3 RUE DU 8 MAI,,ANNEMASSE,74100
RHONE-ALP,ANNECY,6-019.951,ESPACE 300,1 RUE JEAN JAURES,,ANNECY,74000
RHONE-ALP,ANNECY,6-019.945,CINEMA MJC NOVEL,PLACE ANNAPURNA,,ANNECY,74000
RHONE-ALP,ANNECY,6-019.941,NEMOURS,22 RUE STE CLAIRE,,ANNECY,74000
RHONE-ALP,ANNECY,6-019.901,DECAVISION,"AV. DE BROGNY - ZAC ""COURIER""",,ANNECY,74000
AUVERGNE,LES ANCIZES-COMPS,6-017.961,CINEMA DE LA VIOUZE,AVENUE DE LA GARE,,LES ANCIZES COMPS,63770
AUVERGNE,AMBERT,6-016.573,LA FACADE 1,RUE BLAISE PASCAL,,AMBERT,63600
RHONE-ALP,LES ALLUES,6-015.792,LE MOTTARET,STATION DE MERIBEL,, LES ALLUES,73550
RHONE-ALP,LES ALLUES,6-015.791,LES LORES,MERIBEL,,MERIBEL LES ALLUES,73550
RHONE-ALP,ALLEVARD,6-015.374,BEL' DONNE,PLACE DE VERDUN,,ALLEVARD,38580
RHONE-ALP,ALBIEZ-MONTROND,6-014.222,CASSE MASSION,LA RUA,,ALBIEZ MONTROND,73300
RHONE-ALP,ALBERTVILLE,6-014.073,LE DOME,135 PLACE DE L EUROPE,CENTRE CULTUREL LE DOME CINEMA,ALBERTVILLE,73200
RHONE-ALP,ALBERTVILLE,6-014.073,LE DOME,135 PLACE DE L EUROPE,CENTRE CULTUREL LE DOME CINEMA,ALBERTVILLE,73200
RHONE-ALP,ALBERTVILLE,6-014.071,ROYAL,12 RUE GAMBETTA,,ALBERTVILLE,73200
RHONE-ALP,AIX-LES-BAINS,6-013.513,VICTORIA,36 AV VICTORIA,,AIX LES BAINS,73100
RHONE-ALP,AIME,6-012.832,STUDIO 2OOO,LA PLAGNE,,AIME,73210
RHONE-ALP,AIGUEBLANCHE,6-012.401,STUDIO,VALMOREL,,AIGUEBLANCHE,73260
RHONE-ALP,LES ADRETS,6-011.391,CINE 7 2,PRAPOUTEL LES ADRETS,,LES ADRETS,38190
NORD-PDC,MAUBEUGE,5-720.700,OCINE,AVENUE DE LA GARE,,MAUBEUGE,59600
NORD-PDC,WASQUEHAL,5-467.301,SALLE GERARD PHILIPE,22 RUE LOUIS LEJEUNE,,WASQUEHAL,59290
NORD-PDC,VILLENEUVE-D ASCQ,5-457.576,UGC CINE CITE,CENTRE COMMERCIAL HERON PARC,21 AVENUE DE L'AVENIR,VILLENEUVE D'ASCQ,59650
NORD-PDC,VILLENEUVE-D ASCQ,5-457.563,LE MELIES,RUE TRUDAINE,CENTRE COMMERCIAL DE TRIOLO,VILLENEUVE D ASCQ,59650
NORD-PDC,VILLENEUVE-D ASCQ,5-457.562,LE KINO CINE (EX-KINO),UNIVERSITE CHARLES DE GAULLE,,VILLENEUVE D ASCQ,59650
NORD-PDC,VALENCIENNES,5-440.044,GAUMONT,AV DES ALPES ET RUE DU DAUPHINE,,VALENCIENNES,59300
NORD-PDC,TOURCOING,5-430.886,LES ECRANS,"4, PROMENADE DE LA FRATERNITÉ",,TOURCOING,59200
NORD-PDC,TOURCOING,5-430.771,STUDIOS DU FRESNOY SALLE,22 RUE DU FRESNOY,,TOURCOING,59200
NORD-PDC,LE TOUQUET-PARIS-PLAGE,5-430.620,LES 3 AS,43 RUE DE LONDRES,,LE TOUQUET PARIS PLAGE,62520
NORD-PDC,THUMERIES,5-427.703,FOYER,RUE ALBERT SAMAIN,,THUMERIES,59239
NORD-PDC,TEMPLEUVE,5-423.383,OLYMPIA CINE,"2, RUE D'ORCHIES",,TEMPLEUVE,59242
NORD-PDC,TEMPLEUVE,5-423.382,MODERN CINE,"1, RUE DU 8 MAI",,TEMPLEUVE,59242
NORD-PDC,SAINT-POL-SUR-TERNOISE,5-412.322,LE REGENCY,OSCAR RICQUE,,SAINT POL SUR TERNOISE,62130
NORD-PDC,SAINT-OMER,5-407.871,OCINE,RUE DU LION D'OR,,SAINT OMER,62500
NORD-PDC,SOLRE-LE-CHATEAU,5-364.991,REX,PLACE VERTE,,SOLRE LE CHATEAU,59740
NORD-PDC,SANTES,5-352.223,AGORA CINE,AVENUE DES SPORTS,,SANTES,59211
NORD-PDC,ROUBAIX,5-344.352,DUPLEXE (EX-VILLAGE CINÉMA ROUBAIX),47 GRAND' RUE,,ROUBAIX,59100
NORD-PDC,RONCQ,5-342.332,GERARD PHILIPE,40 RUE HENRI BARBUSSE,,RONCQ,59223
NORD-PDC,LE PORTEL,5-321.501,CINEMA CASINO DES FAMILLES,RUE GOURNAY HEDOUIN,,LE PORTEL,62480
NORD-PDC,NOEUX-LES-MINES,5-291.705,CINE MARILYN,AVENUE GUILLON,BP 23,NOEUX LES MINES,62290
NORD-PDC,NEUFCHATEL-HARDELOT,5-287.462,CINEMA 2001,23 AV DE LA CONCORDE,,NEUFCHATEL HARDELOT,62152
NORD-PDC,MONTREUIL,5-276.221,THÉÂTRE DE MONTREUIL-SUR-MER (EX-PASSERELLES) (EX-CINE THEATRE),PLACE DU GÉNÉRAL DE GAULLE,,MONTREUIL SUR MER,62170
NORD-PDC,MERVILLE,5-258.812,ESPACE CULTUREL ROBERT HOSSEIN,"19, RUE DU PONT DE PIERRE",,MERVILLE,59660
NORD-PDC,MARQUETTE-LEZ-LILLE,5-248.943,STUDIO 4,COMMUNE DE MARQUETTE LEZ LILLE,11 PLACE DU GENERAL DE GAULLE,MARQUETTE LEZ LILLE,59520
NORD-PDC,MARCQ-EN-BAROEUL,5-246.501,COLISEE LUMIERE,55 RUE MONTGOLFIER,,MARCQ EN BAROEUL,59700
NORD-PDC,MARCONNE,5-246.370,VICTOR DELEFOSSE,COMMUNE DE MARCONNE,7 RUE D'ABBEVILLE,MARCONNE,62140
NORD-PDC,LOMME,5-231.270,KINEPOLIS,ZA DU GRAND BUT,,LOMME,59160
NORD-PDC,LILLE,5-227.281,MAJESTIC,54 / 56 RUE DE BETHUNE,,LILLE,59800
NORD-PDC,LILLE,5-227.252,LE NOUVEAU SIECLE,PLACE MENDES FRANCE,,LILLE,59000
NORD-PDC,LILLE,5-227.222,LE GARANCE,"16 BIS, RUE DE VALMY",,LILLE,59000
NORD-PDC,LILLE,5-227.031,METROPOLE,26 RUE DES PONTS DE COMINES,,LILLE,59000
NORD-PDC,LILLE,5-226.974,UGC,40/48 RUE DE BETHUNE,,LILLE,59000
NORD-PDC,LIEVIN,5-226.125,PATHE,ZAC SABES,RUE FRANÇOIS COURTIN,LIEVIN,62800
NORD-PDC,LIEVIN,5-226.121,ARC EN CIEL,PLACE GAMBETTA,BP 2,LIEVIN CEDEX,62801
NORD-PDC,LESQUIN,5-223.803,SALLE DES FETES,COMMUNE DE LESQUIN,RUE FAIDHERBE BP 425,LESQUIN,59814
NORD-PDC,LEERS,5-221.842,AMICAL CINE,"35, RUE JOSEPH LEROY",,LEERS,59115
NORD-PDC,LAMBERSART,5-213.491,CINE LAMBERSART,"15, PLACE FELIX CLOUET",,LAMBERSART,59130
NORD-PDC,JEUMONT,5-204.313,AUDITORIUM DE LA GARE,AUDITORIUM DE LA GARE,PLACE DE LA GARE,JEUMONT,59460
NORD-PDC,JEUMONT,5-204.312,REGENT,RUE HECTOR DESPRET,,JEUMONT,59460
NORD-PDC,HENIN-BEAUMONT,5-194.671,CINEVILLE,AVENUE DU BORD DES EAUX,,HENIN BEAUMONT,62110
NORD-PDC,HENIN-BEAUMONT,5-194.661, ESPACE LUMIERE,"39, RUE ELIE GRUYELLE",,HENIN BEAUMONT,62110
NORD-PDC,HAZEBROUCK,5-193.731,ARC EN CIEL (EX-LE FLANDRE),9 RUE FERDINAND PIHEN,,HAZEBROUCK,59190
NORD-PDC,HAUTMONT,5-192.833,CENTRE CULTUREL,,,HAUTMONT,59330
NORD-PDC,HAUBOURDIN,5-191.763,CENTRE CULTUREL,RUE DU MARECHAL FOCH,,HAUBOURDIN,59320
NORD-PDC,HARNES,5-191.372,LE PRÉVERT (EX-C CULT J PREVERT  EX APPOLO),RUE DE MONTCEAU-LES-MINES,,HARNES,62440
NORD-PDC,HALLUIN,5-190.194,LE FAMILIA,PLACE JACQUARD,,HALLUIN,59250
NORD-PDC,GRAVELINES,5-184.364,CINEMA SPORTICA,LE POLDER CENTRE ZAC DU POLDER,,GRAVELINES,59820
NORD-PDC,GRANDE-SYNTHE,5-182.931,LE VARLIN,RUE DENIS PAPIN,,GRANDE SYNTHE,59760
NORD-PDC,FOURMIES,5-167.035,SUN 7 CINE,17-19 RUE DES ROUETS,,FOURMIES,59610
NORD-PDC,ESQUELBECQ,5-151.372,MAISON DU WESTHOEK,MAIRIE D'ESQUELBECQ,1 GABRIEL DEBLOCK,ESQUELBECQ,59790
NORD-PDC,DUNKERQUE,5-143.731,STUDIO 43 SALLE CHARLIE CHAPLIN (EX-STUDIO 43),RUE DES FUSILIERS MARINS,,DUNKERQUE,59140
NORD-PDC,DUNKERQUE,5-143.720,AMC MARINE 20,POLE MARINE,RUE DES FUSILIERS MARINS,DUNKERQUE,59140
NORD-PDC,DOUCHY-LES-MINES,5-141.823,JEAN RENOIR,PLACE PAUL ELUARD,,DOUCHY LES MINES,59282
NORD-PDC,DOUAI,5-141.657,MAJESTIC,TERRAIN DES CHARTREUX,BOULEVARD DE LA RÉPUBLIQUE,DOUAI,59500
NORD-PDC,DOUAI,5-141.631,HIPPODROME,PLACE DU BARLET,,DOUAI,59500
NORD-PDC,DESVRES,5-137.663,CINE DESVRES (EX-MEDIATHEQUE),"8, RUE VICTOR LENGAGNE",,DESVRES,62240
NORD-PDC,COURRIERES,5-125.322,LE TRAVELLING,RUE ARISTIDE BRIAND,,COURRIERES,62710
NORD-PDC,COUDEKERQUE-BRANCHE,5-122.525,ESPACE JEAN VILAR,PLACE DE LA CONVENTION,,COUDEKERQUE BRANCHE,59210
NORD-PDC,COQUELLES,5-120.181,GAUMONT CITE EUROPE,CITE DE L'EUROPE,1001 BOULEVARD DU KENT,COQUELLES,62231
NORD-PDC,CAUDRY,5-089.644,MILLENIUM,PLACE DES MANTILLES,,CAUDRY,59540
NORD-PDC,LE CATEAU-CAMBRESIS,5-089.152,SELECT,32 RUE DES REMPARTS,,LE CATEAU CAMBRESIS,59360
NORD-PDC,COUDEKERQUE-BRANCHE,5-085.422,PALAIS DES ARTS,PLACE DU PALAIS,,COUDEKERQUE BRANCHE,59210
NORD-PDC,CAMBRAI,5-083.075,LES ARCHERS,2 RUE DES ARCHERS,,CAMBRAI,59400
NORD-PDC,CAMBRAI,5-083.071,PALACE,17 RUE ML DE LATTRE DE TASSIGNY,,CAMBRAI,59400
NORD-PDC,CALAIS,5-082.133,L'ALHAMBRA,"2, RUE JEAN JAURÈS",,CALAIS,62100
NORD-PDC,CALAIS,5-082.132,CENTRE CULTUREL GÉRARD PHILIPE,450 RUE AUGUSTE RODIN,,CALAIS,62100
NORD-PDC,BRUAY-LA-BUISSIERE,5-076.825,MEGA CGR,PARC DE LA PORTE NORD,AVENUE DE LA LIBERATION - RN 41,BRUAY LA BUISSIERE,62700
NORD-PDC,BRUAY-LA-BUISSIERE,5-076.821,ETOILES,RUE DU PERIGORD,Z.A.C. PROVINCE,BRUAY LA BUSSIERE,62700
NORD-PDC,BRAY-DUNES,5-071.791,FA MI LA,"37, RUE ROGER SALENGRO",,BRAY DUNES,59123
NORD-PDC,BOUSBECQUE,5-069.231,LE FOYER,5 RUE DES BERSAULTS,,BOUSBECQUE,59166
NORD-PDC,BOULOGNE-SUR-MER,5-066.761,STARS,18 RUE NATIONALE,,BOULOGNE SUR MER,62200
NORD-PDC,BERCK,5-050.032,FAMILIA,"37, RUE DE LA MARINE",,BERCK SUR MER,62600
NORD-PDC,BAILLEUL,5-036.352,FLANDRIA,"45, RUE DES VIVIERS",,BAILLEUL,59270
NORD-PDC,AVION,5-033.912,LE FAMILIA,RUE EDOUARD DEPRET,,AVION,62210
NORD-PDC,AVESNES-SUR-HELPE,5-033.621,CAMEO,51 RUE DES PRES,,AVESNES SUR HELPE,59440
NORD-PDC,AVESNES-LES-AUBERT,5-033.593,FAMILIA,10 RUE DU 8 MAI 1945,,AVESNES LES AUBERT,59129
NORD-PDC,AUCHEL,5-029.144,CINE THEATRE LOUIS ARAGON,61 BIS RUE JEAN JAURES,,AUCHEL,62260
NORD-PDC,ARRAS,5-025.032,CINEMOVIDA,48 GRAND' PLACE,,ARRAS,62000
NORD-PDC,ANICHE,5-019.702,IDEAL CINEMA,10 RUE EMILE VAMBROUK,,ANICHE,59580
NORD-PDC,AIRE-SUR-LA-LYS,5-013.161,ESPACE CULTUREL AREA (EX-ESPACE CULTUREL),6 PLACE DU CHATEAU,,AIRE-SUR-LA-LYS,62120
MIDI-PYREN,MONTAUBAN,4-720.750,CAP CINEMA,ZONE DU FUTUROPOLE,,MONTAUBAN,82000
AQUITAINE,BAYONNE,4-720.600,MEGA CGR CENTRE,SITE DU GLAIN,ALLEE DE GLAIN,BAYONNE,64100
PAYS-LOIRE,LA ROCHE-SUR-YON,4-718.210,LE CONCORDE,8 RUE GOUVION,,LA ROCHE SUR YON,85000
PAYS-LOIRE,LA ROCHE-SUR-YON,4-718.200,CINEVILLE,RUE FRANCOIS CEVERT,,LA ROCHE SUR YON,85000
AQUITAINE,BARBASTE,4-711.050,SALLE MUNICIPALE,MAIRIE DE BARBASTE,PLACE DE LA MAIRIE,BARBASTE,47230
AQUITAINE,LE TEICH,4-707.650,SALLE MULTIMEDIA,ASS. MEDIATEICH,MAISON DES ASS. PL. P. DUBERNET,LE TEICH,33470
MIDI-PYREN,BESSIERES,4-706.850,TICKY HOLGADO,389 CHEMIN DE BLAZA,,BESSIERES,31660
AQUITAINE,NEUVIC,4-705.250,CENTRE MULTIMEDIA,CNE DE NEUVIC SUR L'ISLE,8 AVE DU GENERAL DE GAULLE,NEUVIC SUR L'ISLE,24190
POITOU-CHA,LES MATHES,4-703.700,LE PALMYR,AVENUE PIERRE SIBARD,,LES MATHES,17570
AQUITAINE,VILLEREAL,4-458.778,CENTRE F. MITTERRAND,MARIE DE VILLEREAL,PLACE DE LA HALLE,VILLEREAL,47210
AQUITAINE,VILLENEUVE-SUR-LOT,4-458.401,CYRANO,9 BD DE LA MARINE,,VILLENEUVE SUR LOT,47300
AQUITAINE,VILLENAVE-D ORNON,4-457.411,MEGA CGR,AVENUE DU 7EME ART,,VILLENAVE D ORNON,33140
AQUITAINE,VILLEFRANCHE-DU-PERIGORD,4-456.413,SALLE DU FOYER RURAL,CONE DE VILLEFRANCHE DU PERIGORD,,VILLEFRANCHE DU PERIGORD,24550
MIDI-PYREN,VILLEFRANCHE-DE-ROUERGUE,4-456.402,VOX,BD DE GAULLE,,VILLEFRANCHE DE ROUERGUE,12200
MIDI-PYREN,VILLEFRANCHE-DE-LAURAGAIS,4-456.362,CINE BOR,RUE BOR,,VILLEFRANCHE DE LAURAGAIS,31290
AQUITAINE,VIEUX-BOUCAU-LES-BAINS,4-452.961,ALBRET,Z A C DES TAMARIS,,VIEUX BOUCAU LES BAINS,40480
MIDI-PYREN,VIC-FEZENSAC,4-451.631,CINE VIC,6 PLACE JULIE ST AVIT,,VIC FEZENSAC,32190
MIDI-PYREN,VIC-EN-BIGORRE,4-451.594,CINEVIC,PLACE DU CORPS FRANC POMMIES,,VIC EN BIGORRE,65500
MIDI-PYREN,VERDUN-SUR-GARONNE,4-447.605,MJC VERDUN SUR GARONNE,15 RUE CLEMENCE ISAURE,,VERDUN SUR GARONNE,82600
AQUITAINE,LE VERDON-SUR-MER,4-447.552,LOTHECIA,RUE FRANCOIS LEBRETON,,LE VERDON SUR MER,33123
AQUITAINE,VENSAC,4-446.930,SALLE DES FETES COMMUNALE,32 TER GRANDE RUE,,VENSAC,33590
MIDI-PYREN,VAYRAC,4-445.201,FOYER RURAL,RUE DES MAQUISARDS,,VAYRAC,46110
MIDI-PYREN,VALENCE,4-439.901,APOLLO,RUE DES LIMOUSINS,,VALENCE,82400
LIMOUSIN,UZERCHE,4-438.622,CINEMA LOUIS JOUVET,PLACE DE LA LIBERATION,,UZERCHE,19140
LIMOUSIN,USSEL,4-438.291,LE CARNOT,66 BIS AV CARNOT,,USSEL,19200
AQUITAINE,URRUGNE,4-438.001, ITSAS MENDI,RUE BERNARD DE CORAL,,URRUGNE,64122
MIDI-PYREN,L UNION,4-437.682,LE LUMIERE,AVENUE DES PYRENEES,,L UNION,31240
LIMOUSIN,TULLE,4-436.921,PALACE,106 AVENUE VICTOR HUGO,,TULLE,19000
POITOU-CHA,LA TRIMOUILLE,4-435.331,L ETOILE,RUE DE LA LIBERTE,,LA TRIMOUILLE,86290
POITOU-CHA,LA TREMBLADE,4-433.913,LE CRISTAL,99 AVENUE BEAUPREAU,RONCE-LES-BAINS,LA TREMBLADE,17390
PAYS-LOIRE,LA TRANCHE-SUR-MER,4-432.662,ATLANTIC CINE,106 BD MAURICE SAMSON,,LA TRANCHE SUR MER,85360
PAYS-LOIRE,LA TRANCHE-SUR-MER,4-432.661,AGNES VARDA,BOULEVARD DE LA PETITE HOLLANDE,,LA TRANCHE SUR MER,85360
MIDI-PYREN,TOURNEFEUILLE,4-431.352,UTOPIA 1,PLACE DU CHATEAU,,TOURNEFEUILLE,31170
MIDI-PYREN,TOULOUSE,4-430.446,GAUMONT WILSON,3 PLACE WILSON,,TOULOUSE,31000
MIDI-PYREN,TOULOUSE,4-430.445,M J C ROGUET,9 RUE DE GASCOGNE,,TOULOUSE,31000
MIDI-PYREN,TOULOUSE,4-430.404,CINEMA LE METRO,ALLEE DE BELLEFONTAINE,,TOULOUSE,31300
MIDI-PYREN,TOULOUSE,4-430.261,LE CRATERE,95 GRANDE RUE SAINT MICHEL,,TOULOUSE,31400
MIDI-PYREN,TOULOUSE,4-430.243,UTOPIA,24 RUE MONTARDY,,TOULOUSE,31000
MIDI-PYREN,TOULOUSE,4-430.222,A B C SALLE A,13 RUE ST BERNARD,,TOULOUSE,31000
MIDI-PYREN,TOULOUSE,4-430.202,UGC,9 ALLEE FRANKLIN ROOSEVELT,,TOULOUSE,31000
AQUITAINE,TONNEINS,4-428.942,REX 1,RUE DU MARECHAL FOCH,,TONNEINS,47400
POITOU-CHA,TONNAY-BOUTONNE,4-428.921,CINE REX,13 RUE DE L'EGLISE,,TONNAY BOUTONNE,17380
POITOU-CHA,THOUARS,4-427.363,FAMILIA,7 PLACE DU BOEL,,THOUARS,79100
AQUITAINE,THIVIERS,4-426.463,LE CLAIR,4 AVENUE DU GENERAL LECLERC,,THIVIERS,24800
AQUITAINE,LA TESTE-DE-BUCH,4-424.194,GRAND ECRAN,CAP OCEAN,,LA TESTE DE BUCH,33260
AQUITAINE,TERRASSON-LAVILLEDIEU,4-423.865,CINE ROC,16 AVENUE JEAN JAURES,,TERRASSON LA VILLEDIEU,24120
AQUITAINE,TARNOS,4-422.160,MEGA CGR,BOULEVARD JACQUES DUCLOS,,TARNOS,40220
MIDI-PYREN,TARBES,4-421.997,MEGA CGR,AVENUE DES FORGES,,TARBES,65000
MIDI-PYREN,TARASCON SUR ARIEGE,4-421.923,CENTRE MULTIMEDIA,AVENUE PAUL JOUCLA,,TARASCON-SUR-ARIEGE,9400
PAYS-LOIRE,TALMONT-SAINT-HILAIRE,4-421.441,LE MANOIR,11 TER AVENUE DES SABLES,,TALMONT SAINT HILAIRE,85440
AQUITAINE,TALENCE,4-421.242,GAUMONT,ALLEE DU 7EME ART,,TALENCE,33400
LIMOUSIN,SAINT-YRIEIX-LA-PERCHE,4-420.443,AREVI,AV DU DOCTEUR LEMOYNE,,SAINT YRIEIX LA PERCHE,87500
AQUITAINE,SAINT-VINCENT-DE-TYROSSE,4-419.912,GRAND ECRAN,24 AVENUE NATIONALE,,SAINT VINCENT DE TYROSSE,40230
POITOU-CHA,SAINT-TROJAN-LES-BAINS,4-418.611,CASINO,1 TER RUE PIERRE WIEHN,,SAINT TROJAN LES BAINS,17370
MIDI-PYREN,SAINT-SULPICE,4-417.333,CINEJYB,ROUTE DE MONTAUBAN,LIEU DIT MOLETRIN - CADE,SAINT SULPICE,81370
MIDI-PYREN,SAINT-SULPICE,4-417.332,LE SEJEFY S,11 AV CHARLES DE GAULLE,,SAINT SULPICE,81370
AQUITAINE,SAINT-SEVER,4-416.622,MEDIA 7,PLACE DE L'HOTEL DE VILLE,,SAINT SEVER,40500
POITOU-CHA,SAINT-SAVINIEN,4-416.021,FLORIDA,65 QUAI DES FLEURS,,SAINT SAVINIEN,17350
POITOU-CHA,SAINT-PIERRE-D OLERON,4-411.461,ELDORADO,5 RUE DE LA REPUBLIQUE,,SAINT PIERRE D OLERON,17310
POITOU-CHA,SAINT-PALAIS-SUR-MER,4-408.744,LE SURF,31 BIS RUE DU LOGIS VERT,,SAINT PALAIS SUR MER,17420
AQUITAINE,SAINT-PALAIS,4-408.682,SAINT LOUIS,CINEMA,,SAINT PALAIS,64120
AQUITAINE,SAINT-MEDARD-EN-JALLES,4-405.772,CINE JALLES,PLACE DE LA REPUBLIQUE,,SAINT MEDARD EN JALLES,33160
